0.0000000000	0.0000000000	0.0000000000
0.0000000000	0.0100000000	0.9983341665
0.0000000000	0.0200000000	1.9866933080
0.0000000000	0.0300000000	2.9552020666
0.0000000000	0.0400000000	3.8941834231
0.0000000000	0.0500000000	4.7942553860
0.0000000000	0.0600000000	5.6464247340
0.0000000000	0.0700000000	6.4421768724
0.0000000000	0.0800000000	7.1735609090
0.0000000000	0.0900000000	7.8332690963
0.0000000000	0.1000000000	8.4147098481
0.0000000000	0.1100000000	8.9120736006
0.0000000000	0.1200000000	9.3203908597
0.0000000000	0.1300000000	9.6355818542
0.0000000000	0.1400000000	9.8544972999
0.0000000000	0.1500000000	9.9749498660
0.0000000000	0.1600000000	9.9957360304
0.0000000000	0.1700000000	9.9166481045
0.0000000000	0.1800000000	9.7384763088
0.0000000000	0.1900000000	9.4630008769
0.0000000000	0.2000000000	9.0929742683
0.0000000000	0.2100000000	8.6320936665
0.0000000000	0.2200000000	8.0849640382
0.0000000000	0.2300000000	7.4570521218
0.0000000000	0.2400000000	6.7546318055
0.0000000000	0.2500000000	5.9847214410
0.0000000000	0.2600000000	5.1550137182
0.0000000000	0.2700000000	4.2737988023
0.0000000000	0.2800000000	3.3498815016
0.0000000000	0.2900000000	2.3924932921
0.0000000000	0.3000000000	1.4112000806
0.0000000000	0.3100000000	0.4158066243
0.0000000000	0.3200000000	-0.5837414343
0.0000000000	0.3300000000	-1.5774569414
0.0000000000	0.3400000000	-2.5554110203
0.0000000000	0.3500000000	-3.5078322769
0.0000000000	0.3600000000	-4.4252044329
0.0000000000	0.3700000000	-5.2983614091
0.0000000000	0.3800000000	-6.1185789094
0.0000000000	0.3900000000	-6.8776615918
0.0000000000	0.4000000000	-7.5680249531
0.0000000000	0.4100000000	-8.1827711106
0.0000000000	0.4200000000	-8.7157577241
0.0000000000	0.4300000000	-9.1616593675
0.0000000000	0.4400000000	-9.5160207389
0.0000000000	0.4500000000	-9.7753011767
0.0000000000	0.4600000000	-9.9369100363
0.0000000000	0.4700000000	-9.9992325756
0.0000000000	0.4800000000	-9.9616460884
0.0000000000	0.4900000000	-9.8245261262
0.0000000000	0.5000000000	-9.5892427466
0.0000000000	0.5100000000	-9.2581468233
0.0000000000	0.5200000000	-8.8345465572
0.0000000000	0.5300000000	-8.3226744222
0.0000000000	0.5400000000	-7.7276448756
0.0000000000	0.5500000000	-7.0554032557
0.0000000000	0.5600000000	-6.3126663787
0.0000000000	0.5700000000	-5.5068554260
0.0000000000	0.5800000000	-4.6460217941
0.0000000000	0.5900000000	-3.7387666483
0.0000000000	0.6000000000	-2.7941549820
0.0000000000	0.6100000000	-1.8216250427
0.0000000000	0.6200000000	-0.8308940282
0.0000000000	0.6300000000	0.1681390048
0.0000000000	0.6400000000	1.1654920485
0.0000000000	0.6500000000	2.1511998809
0.0000000000	0.6600000000	3.1154136351
0.0000000000	0.6700000000	4.0484992062
0.0000000000	0.6800000000	4.9411335114
0.0000000000	0.6900000000	5.7843976439
0.0000000000	0.7000000000	6.5698659872
0.0000000000	0.7100000000	7.2896904013
0.0000000000	0.7200000000	7.9366786385
0.0000000000	0.7300000000	8.5043662063
0.0000000000	0.7400000000	8.9870809581
0.0000000000	0.7500000000	9.3799997677
0.0000000000	0.7600000000	9.6791967203
0.0000000000	0.7700000000	9.8816823388
0.0000000000	0.7800000000	9.9854334537
0.0000000000	0.7900000000	9.9894134184
0.0000000000	0.8000000000	9.8935824662
0.0000000000	0.8100000000	9.6988981085
0.0000000000	0.8200000000	9.4073055668
0.0000000000	0.8300000000	9.0217183376
0.0000000000	0.8400000000	8.5459890809
0.0000000000	0.8500000000	7.9848711262
0.0000000000	0.8600000000	7.3439709787
0.0000000000	0.8700000000	6.6296923008
0.0000000000	0.8800000000	5.8491719289
0.0000000000	0.8900000000	5.0102085646
0.0000000000	0.9000000000	4.1211848524
0.0000000000	0.9100000000	3.1909836235
0.0000000000	0.9200000000	2.2288991410
0.0000000000	0.9300000000	1.2445442351
0.0000000000	0.9400000000	0.2477542545
0.0000000000	0.9500000000	-0.7515112046
0.0000000000	0.9600000000	-1.7432678122
0.0000000000	0.9700000000	-2.7176062641
0.0000000000	0.9800000000	-3.6647912925
0.0000000000	0.9900000000	-4.5753589378
0.0100000000	0.0000000000	0.1000000000
0.0100000000	0.0100000000	0.0000025000
0.0100000000	0.0200000000	0.9983416665
0.0100000000	0.0300000000	1.9867058080
0.0100000000	0.0400000000	2.9552195666
0.0100000000	0.0500000000	3.8942059231
0.0100000000	0.0600000000	4.7942828860
0.0100000000	0.0700000000	5.6464572340
0.0100000000	0.0800000000	6.4422143724
0.0100000000	0.0900000000	7.1736034090
0.0100000000	0.1000000000	7.8333165963
0.0100000000	0.1100000000	8.4147623481
0.0100000000	0.1200000000	8.9121311006
0.0100000000	0.1300000000	9.3204533597
0.0100000000	0.1400000000	9.6356493542
0.0100000000	0.1500000000	9.8545697999
0.0100000000	0.1600000000	9.9750273660
0.0100000000	0.1700000000	9.9958185304
0.0100000000	0.1800000000	9.9167356045
0.0100000000	0.1900000000	9.7385688088
0.0100000000	0.2000000000	9.4630983769
0.0100000000	0.2100000000	9.0930767683
0.0100000000	0.2200000000	8.6322011665
0.0100000000	0.2300000000	8.0850765382
0.0100000000	0.2400000000	7.4571696218
0.0100000000	0.2500000000	6.7547543055
0.0100000000	0.2600000000	5.9848489410
0.0100000000	0.2700000000	5.1551462182
0.0100000000	0.2800000000	4.2739363023
0.0100000000	0.2900000000	3.3500240016
0.0100000000	0.3000000000	2.3926407921
0.0100000000	0.3100000000	1.4113525806
0.0100000000	0.3200000000	0.4159641243
0.0100000000	0.3300000000	-0.5835789343
0.0100000000	0.3400000000	-1.5772894414
0.0100000000	0.3500000000	-2.5552385203
0.0100000000	0.3600000000	-3.5076547769
0.0100000000	0.3700000000	-4.4250219329
0.0100000000	0.3800000000	-5.2981739091
0.0100000000	0.3900000000	-6.1183864094
0.0100000000	0.4000000000	-6.8774640918
0.0100000000	0.4100000000	-7.5678224531
0.0100000000	0.4200000000	-8.1825636106
0.0100000000	0.4300000000	-8.7155452241
0.0100000000	0.4400000000	-9.1614418675
0.0100000000	0.4500000000	-9.5157982389
0.0100000000	0.4600000000	-9.7750736767
0.0100000000	0.4700000000	-9.9366775363
0.0100000000	0.4800000000	-9.9989950756
0.0100000000	0.4900000000	-9.9614035884
0.0100000000	0.5000000000	-9.8242786262
0.0100000000	0.5100000000	-9.5889902466
0.0100000000	0.5200000000	-9.2578893233
0.0100000000	0.5300000000	-8.8342840572
0.0100000000	0.5400000000	-8.3224069222
0.0100000000	0.5500000000	-7.7273723756
0.0100000000	0.5600000000	-7.0551257557
0.0100000000	0.5700000000	-6.3123838787
0.0100000000	0.5800000000	-5.5065679260
0.0100000000	0.5900000000	-4.6457292941
0.0100000000	0.6000000000	-3.7384691483
0.0100000000	0.6100000000	-2.7938524820
0.0100000000	0.6200000000	-1.8213175427
0.0100000000	0.6300000000	-0.8305815282
0.0100000000	0.6400000000	0.1684565048
0.0100000000	0.6500000000	1.1658145485
0.0100000000	0.6600000000	2.1515273809
0.0100000000	0.6700000000	3.1157461351
0.0100000000	0.6800000000	4.0488367062
0.0100000000	0.6900000000	4.9414760114
0.0100000000	0.7000000000	5.7847451439
0.0100000000	0.7100000000	6.5702184872
0.0100000000	0.7200000000	7.2900479013
0.0100000000	0.7300000000	7.9370411385
0.0100000000	0.7400000000	8.5047337063
0.0100000000	0.7500000000	8.9874534581
0.0100000000	0.7600000000	9.3803772677
0.0100000000	0.7700000000	9.6795792203
0.0100000000	0.7800000000	9.8820698388
0.0100000000	0.7900000000	9.9858259537
0.0100000000	0.8000000000	9.9898109184
0.0100000000	0.8100000000	9.8939849662
0.0100000000	0.8200000000	9.6993056085
0.0100000000	0.8300000000	9.4077180668
0.0100000000	0.8400000000	9.0221358376
0.0100000000	0.8500000000	8.5464115809
0.0100000000	0.8600000000	7.9852986262
0.0100000000	0.8700000000	7.3444034787
0.0100000000	0.8800000000	6.6301298008
0.0100000000	0.8900000000	5.8496144289
0.0100000000	0.9000000000	5.0106560646
0.0100000000	0.9100000000	4.1216373524
0.0100000000	0.9200000000	3.1914411235
0.0100000000	0.9300000000	2.2293616410
0.0100000000	0.9400000000	1.2450117351
0.0100000000	0.9500000000	0.2482267545
0.0100000000	0.9600000000	-0.7510337046
0.0100000000	0.9700000000	-1.7427853122
0.0100000000	0.9800000000	-2.7171187641
0.0100000000	0.9900000000	-3.6642987925
0.0200000000	0.0000000000	0.2000000000
0.0200000000	0.0100000000	0.1000075000
0.0200000000	0.0200000000	0.0000250000
0.0200000000	0.0300000000	0.9983791665
0.0200000000	0.0400000000	1.9867583080
0.0200000000	0.0500000000	2.9552870666
0.0200000000	0.0600000000	3.8942884231
0.0200000000	0.0700000000	4.7943803860
0.0200000000	0.0800000000	5.6465697340
0.0200000000	0.0900000000	6.4423418724
0.0200000000	0.1000000000	7.1737459090
0.0200000000	0.1100000000	7.8334740963
0.0200000000	0.1200000000	8.4149348481
0.0200000000	0.1300000000	8.9123186006
0.0200000000	0.1400000000	9.3206558597
0.0200000000	0.1500000000	9.6358668542
0.0200000000	0.1600000000	9.8548022999
0.0200000000	0.1700000000	9.9752748660
0.0200000000	0.1800000000	9.9960810304
0.0200000000	0.1900000000	9.9170131045
0.0200000000	0.2000000000	9.7388613088
0.0200000000	0.2100000000	9.4634058769
0.0200000000	0.2200000000	9.0933992683
0.0200000000	0.2300000000	8.6325386665
0.0200000000	0.2400000000	8.0854290382
0.0200000000	0.2500000000	7.4575371218
0.0200000000	0.2600000000	6.7551368055
0.0200000000	0.2700000000	5.9852464410
0.0200000000	0.2800000000	5.1555587182
0.0200000000	0.2900000000	4.2743638023
0.0200000000	0.3000000000	3.3504665016
0.0200000000	0.3100000000	2.3930982921
0.0200000000	0.3200000000	1.4118250806
0.0200000000	0.3300000000	0.4164516243
0.0200000000	0.3400000000	-0.5830764343
0.0200000000	0.3500000000	-1.5767719414
0.0200000000	0.3600000000	-2.5547060203
0.0200000000	0.3700000000	-3.5071072769
0.0200000000	0.3800000000	-4.4244594329
0.0200000000	0.3900000000	-5.2975964091
0.0200000000	0.4000000000	-6.1177939094
0.0200000000	0.4100000000	-6.8768565918
0.0200000000	0.4200000000	-7.5671999531
0.0200000000	0.4300000000	-8.1819261106
0.0200000000	0.4400000000	-8.7148927241
0.0200000000	0.4500000000	-9.1607743675
0.0200000000	0.4600000000	-9.5151157389
0.0200000000	0.4700000000	-9.7743761767
0.0200000000	0.4800000000	-9.9359650363
0.0200000000	0.4900000000	-9.9982675756
0.0200000000	0.5000000000	-9.9606610884
0.0200000000	0.5100000000	-9.8235211262
0.0200000000	0.5200000000	-9.5882177466
0.0200000000	0.5300000000	-9.2571018233
0.0200000000	0.5400000000	-8.8334815572
0.0200000000	0.5500000000	-8.3215894222
0.0200000000	0.5600000000	-7.7265398756
0.0200000000	0.5700000000	-7.0542782557
0.0200000000	0.5800000000	-6.3115213787
0.0200000000	0.5900000000	-5.5056904260
0.0200000000	0.6000000000	-4.6448367941
0.0200000000	0.6100000000	-3.7375616483
0.0200000000	0.6200000000	-2.7929299820
0.0200000000	0.6300000000	-1.8203800427
0.0200000000	0.6400000000	-0.8296290282
0.0200000000	0.6500000000	0.1694240048
0.0200000000	0.6600000000	1.1667970485
0.0200000000	0.6700000000	2.1525248809
0.0200000000	0.6800000000	3.1167586351
0.0200000000	0.6900000000	4.0498642062
0.0200000000	0.7000000000	4.9425185114
0.0200000000	0.7100000000	5.7858026439
0.0200000000	0.7200000000	6.5712909872
0.0200000000	0.7300000000	7.2911354013
0.0200000000	0.7400000000	7.9381436385
0.0200000000	0.7500000000	8.5058512063
0.0200000000	0.7600000000	8.9885859581
0.0200000000	0.7700000000	9.3815247677
0.0200000000	0.7800000000	9.6807417203
0.0200000000	0.7900000000	9.8832473388
0.0200000000	0.8000000000	9.9870184537
0.0200000000	0.8100000000	9.9910184184
0.0200000000	0.8200000000	9.8952074662
0.0200000000	0.8300000000	9.7005431085
0.0200000000	0.8400000000	9.4089705668
0.0200000000	0.8500000000	9.0234033376
0.0200000000	0.8600000000	8.5476940809
0.0200000000	0.8700000000	7.9865961262
0.0200000000	0.8800000000	7.3457159787
0.0200000000	0.8900000000	6.6314573008
0.0200000000	0.9000000000	5.8509569289
0.0200000000	0.9100000000	5.0120135646
0.0200000000	0.9200000000	4.1230098524
0.0200000000	0.9300000000	3.1928286235
0.0200000000	0.9400000000	2.2307641410
0.0200000000	0.9500000000	1.2464292351
0.0200000000	0.9600000000	0.2496592545
0.0200000000	0.9700000000	-0.7495862046
0.0200000000	0.9800000000	-1.7413228122
0.0200000000	0.9900000000	-2.7156412641
0.0300000000	0.0000000000	0.3000000000
0.0300000000	0.0100000000	0.2000125000
0.0300000000	0.0200000000	0.1000450000
0.0300000000	0.0300000000	0.0000875000
0.0300000000	0.0400000000	0.9984666665
0.0300000000	0.0500000000	1.9868708080
0.0300000000	0.0600000000	2.9554245666
0.0300000000	0.0700000000	3.8944509231
0.0300000000	0.0800000000	4.7945678860
0.0300000000	0.0900000000	5.6467822340
0.0300000000	0.1000000000	6.4425793724
0.0300000000	0.1100000000	7.1740084090
0.0300000000	0.1200000000	7.8337615963
0.0300000000	0.1300000000	8.4152473481
0.0300000000	0.1400000000	8.9126561006
0.0300000000	0.1500000000	9.3210183597
0.0300000000	0.1600000000	9.6362543542
0.0300000000	0.1700000000	9.8552147999
0.0300000000	0.1800000000	9.9757123660
0.0300000000	0.1900000000	9.9965435304
0.0300000000	0.2000000000	9.9175006045
0.0300000000	0.2100000000	9.7393738088
0.0300000000	0.2200000000	9.4639433769
0.0300000000	0.2300000000	9.0939617683
0.0300000000	0.2400000000	8.6331261665
0.0300000000	0.2500000000	8.0860415382
0.0300000000	0.2600000000	7.4581746218
0.0300000000	0.2700000000	6.7557993055
0.0300000000	0.2800000000	5.9859339410
0.0300000000	0.2900000000	5.1562712182
0.0300000000	0.3000000000	4.2751013023
0.0300000000	0.3100000000	3.3512290016
0.0300000000	0.3200000000	2.3938857921
0.0300000000	0.3300000000	1.4126375806
0.0300000000	0.3400000000	0.4172891243
0.0300000000	0.3500000000	-0.5822139343
0.0300000000	0.3600000000	-1.5758844414
0.0300000000	0.3700000000	-2.5537935203
0.0300000000	0.3800000000	-3.5061697769
0.0300000000	0.3900000000	-4.4234969329
0.0300000000	0.4000000000	-5.2966089091
